bodyPart,equipment,gifUrl,id,name,target,instructions
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0373.gif,373,dumbbell pronate-grip triceps extension,triceps,"<ol>
<li>Begin by standing with your feet shoulder-width apart and holding a dumbbell in each hand.</li>
<li>Extend your arms above your head with your palms facing each other and your elbows close to your ears.</li>
<li>Slowly lower the dumbbells behind your head by bending your elbows, keeping them close to your head.</li>
<li>Stop when your forearms are parallel to the ground.</li>
<li>Pause for a moment, then slowly raise the dumbbells back to the starting position by straightening your arms.</li>
<li>Repeat for the desired number of repetitions.</li>
<li>Remember to keep your core engaged and your back straight throughout the exercise.</li>
<li>For a greater challenge, you can use heavier dumbbells or increase the number of repetitions.</li>
<li>Always use proper form to avoid injury and consult with a fitness professional if you have any concerns.</li>
</ol>"
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0374.gif,374,dumbbell prone incline curl,biceps,"<ol>
  <li>Begin by lying face down on an incline bench with your chest and stomach resting against the bench.</li>
  <li>Hold a dumbbell in each hand with your palms facing down and your arms fully extended towards the floor.</li>
  <li>Curl the dumbbells towards your shoulders, keeping your elbows close to your sides and your palms facing up.</li>
  <li>Hold the contraction at the top of the movement for a second before slowly lowering the dumbbells back down to the starting position.</li>
  <li>Repeat for the desired number of reps.</li>
  <li>Make sure to keep your chest and stomach firmly against the bench throughout the exercise to prevent cheating and ensure proper form.</li>
  <li>Adjust the incline of the bench to increase or decrease the difficulty of the exercise.</li>
  <li>Remember to use a weight that challenges you but allows you to maintain proper form throughout the exercise.</li>
  <li>As with any exercise, consult with a trainer or medical professional before attempting if you have any injuries or health concerns.</li>
</ol>"
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1674.gif,1674,dumbbell prone incline hammer curl,biceps,"<ol>
  <li>Begin by selecting an appropriate weight dumbbell for your fitness level.</li>
  <li>Lie face down on an incline bench with your chest resting against the pad and your feet firmly on the ground.</li>
  <li>Hold a dumbbell in each hand with your palms facing each other and your arms fully extended towards the floor.</li>
  <li>Keeping your elbows close to your sides, exhale and slowly curl the dumbbells towards your shoulders.</li>
  <li>Pause briefly at the top of the movement, squeezing your biceps.</li>
  <li>Inhale and slowly lower the dumbbells back towards the starting position, fully extending your arms.</li>
  <li>Repeat for the desired number of repetitions.</li>
  <li>Once you have completed your set, carefully place the dumbbells on the ground and sit up slowly.</li>
</ol>"
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0375.gif,375,dumbbell pullover,pectorals,"<ol>
<li>Begin by lying flat on a bench with your feet firmly planted on the ground and your head and shoulders resting on the bench.</li>
<li>Hold a dumbbell with both hands, palms facing up, and extend your arms straight up above your chest.</li>
<li>Slowly lower the dumbbell behind your head, keeping your arms straight and your elbows slightly bent.</li>
<li>Pause for a moment, then slowly lift the dumbbell back up to the starting position, keeping your arms straight and your elbows slightly bent.</li>
<li>Repeat for the desired number of repetitions.</li>
<li>Be sure to keep your core engaged and your back flat against the bench throughout the exercise.</li>
<li>Remember to breathe in as you lower the dumbbell and breathe out as you lift it back up.</li>
<li>Choose a weight that challenges you but allows you to maintain proper form throughout the exercise.</li>
<li>As you progress, you can increase the weight or the number of repetitions to continue challenging yourself.</li>
</ol>"
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1294.gif,1294,dumbbell pullover hip extension on exercise ball,pectorals,"<ol>
<li>Begin by lying on your back on an exercise ball with your feet flat on the ground and knees bent at a 90-degree angle.</li>
<li>Hold a dumbbell with both hands and extend your arms straight up towards the ceiling.</li>
<li>Slowly lower the dumbbell behind your head, keeping your arms straight and your core engaged.</li>
<li>As you lower the dumbbell, lift your hips off the ground, extending them towards the ceiling.</li>
<li>Hold this position for a few seconds, then slowly lower your hips back down to the ground.</li>
<li>Bring the dumbbell back up to the starting position and repeat for the desired number of reps.</li>
<li>Remember to keep your core engaged throughout the exercise to protect your lower back.</li>
</ol>"
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1295.gif,1295,dumbbell pullover on exercise ball,pectorals,"<ol>
<li>Start by sitting on an exercise ball and holding a dumbbell with both hands.</li>
<li>Slowly walk your feet forward until your head, neck, and shoulders are resting on the exercise ball, with your hips lifted and your knees bent at a 90-degree angle.</li>
<li>Extend your arms straight up over your chest, holding the dumbbell with both hands.</li>
<li>Slowly lower the dumbbell behind your head, keeping your arms straight and maintaining a slight bend in your elbows.</li>
<li>Pause briefly, then slowly raise the dumbbell back up to the starting position, keeping your arms straight and maintaining a slight bend in your elbows.</li>
<li>Repeat for the desired number of repetitions.</li>
<li>Remember to engage your core muscles throughout the exercise to maintain stability on the exercise ball.</li>
<li>When finished, carefully sit up and place the dumbbell on the ground.</li>
</ol>"
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1700.gif,1700,dumbbell push press,delts,"<ol>
  <li>Stand with your feet shoulder-width apart and hold a dumbbell in each hand at shoulder height with your palms facing forward.</li>
  <li>Bend your knees slightly and dip your body down into a quarter squat.</li>
  <li>As you straighten your legs, drive the dumbbells up above your head, extending your arms fully.</li>
  <li>Lower the dumbbells back down to shoulder height and repeat for the desired number of reps.</li>
  <li>Make sure to keep your core engaged and your back straight throughout the exercise.</li>
  <li>Exhale as you push the dumbbells up and inhale as you lower them back down.</li>
  <li>Start with a lighter weight and gradually increase as you become more comfortable with the exercise.</li>
  <li>Perform 3-4 sets of 8-12 reps with a 60-90 second rest between sets.</li>
</ol>"
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0376.gif,376,dumbbell raise,delts,"<ol>
<li>Stand with your feet shoulder-width apart and hold a dumbbell in each hand.</li>
<li>Keep your arms straight and raise the dumbbells up to shoulder level. Your palms should be facing forward.</li>
<li>Hold the position for a second and then slowly lower the dumbbells back down to your sides.</li>
<li>Repeat for the desired number of repetitions.</li>
<li>Make sure to keep your core engaged and your shoulders down throughout the exercise.</li>
<li>You can also vary the exercise by raising the dumbbells to the front, side, or back of your body.</li>
<li>Always start with a lighter weight and gradually increase as you become stronger.</li>
</ol>"
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2292.gif,2292,dumbbell rear delt raise,delts,"<ol>
  <li>Stand with your feet shoulder-width apart and hold a dumbbell in each hand with your palms facing your body.</li>
  <li>Bend your knees slightly and hinge forward at your hips, keeping your back straight and your core engaged.</li>
  <li>Extend your arms straight down towards the floor, with your elbows slightly bent.</li>
  <li>Keeping your arms straight, lift the dumbbells out to the sides until they reach shoulder height.</li>
  <li>Pause for a moment at the top of the movement, squeezing your shoulder blades together.</li>
  <li>Slowly lower the dumbbells back down to the starting position.</li>
  <li>Repeat for the desired number of reps.</li>
  <li>Remember to keep your back straight and your core engaged throughout the exercise.</li>
  <li>Adjust the weight of the dumbbells as needed to challenge yourself.</li>
</ol>"
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0377.gif,377,dumbbell rear delt row_shoulder,delts,"<ol>
<li>Start by standing with your feet shoulder-width apart, holding a dumbbell in each hand with an overhand grip.</li>
<li>Bend forward at the hips, keeping your back straight and your core engaged.</li>
<li>Extend your arms down towards the ground, keeping a slight bend in your elbows.</li>
<li>Engage your shoulder blades and pull the dumbbells up towards your chest, keeping your elbows close to your body.</li>
<li>Pause at the top of the movement, squeezing your shoulder blades together.</li>
<li>Slowly lower the dumbbells back down to the starting position.</li>
<li>Repeat for the desired number of repetitions.</li>
</ol>"
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0378.gif,378,dumbbell rear fly,delts,"<ol>
  <li>Stand with your feet shoulder-width apart, and hold a dumbbell in each hand.</li>
  <li>Bend forward at your hips, keeping your back straight, until your torso is almost parallel to the floor.</li>
  <li>Extend your arms straight down, with your palms facing each other.</li>
  <li>Keeping your arms straight, lift the dumbbells up and out to the sides until they reach shoulder height.</li>
  <li>Pause for a moment, then slowly lower the dumbbells back down to the starting position.</li>
  <li>Repeat for the desired number of repetitions.</li>
  <li>Remember to keep your back straight and your shoulder blades pulled together throughout the exercise.</li>
</ol>"
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0380.gif,380,dumbbell rear lateral raise,delts,"<ol>
<li>Stand with your feet shoulder-width apart, holding a dumbbell in each hand.</li>
<li>Bend your knees slightly and hinge forward at the hips, keeping your back straight.</li>
<li>Engage your core and lift the dumbbells out to the sides, keeping your elbows slightly bent.</li>
<li>Keep lifting until your arms are parallel to the ground and your shoulder blades are squeezed together.</li>
<li>Hold this position for a second, then slowly lower the dumbbells back down to your sides.</li>
<li>Repeat for 10-12 reps, then rest for 30-60 seconds before doing another set.</li>
<li>Try to maintain good form throughout the exercise, keeping your back straight and your core engaged.</li>
<li>You can increase the weight of the dumbbells as you get stronger, but be sure to start with a weight that allows you to perform the exercise with proper form.</li>
<li>Remember to breathe throughout the exercise, inhaling as you lift the dumbbells and exhaling as you lower them.</li>
<li>Include the dumbbell rear lateral raise in your upper body workout routine for a stronger, more defined back and shoulders.</li>
</ol>"
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0379.gif,379,dumbbell rear lateral raise (support head),delts,"<ol>
<li>Begin by standing straight with your feet shoulder-width apart and holding a dumbbell in each hand.</li>
<li>Bend your knees slightly and bend forward at the hips, keeping your back straight and your head up.</li>
<li>Bring the dumbbells up to your sides, keeping your elbows slightly bent.</li>
<li>Slowly raise the dumbbells out to the sides until they reach shoulder height, keeping your elbows slightly bent and your palms facing down.</li>
<li>Hold the position for a few seconds, then slowly lower the dumbbells back down to your sides.</li>
<li>Repeat the exercise for the desired number of repetitions.</li>
<li>Remember to keep your back straight and your head up throughout the exercise, and to use a weight that is appropriate for your fitness level.</li>
</ol>"
upper legs,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0381.gif,381,dumbbell rear lunge,glutes,"<ol>
<li>Start by standing with your feet hip-width apart and holding a dumbbell in each hand at your sides.</li>
<li>Take a step backward with your right foot, keeping your left foot planted firmly on the ground.</li>
<li>Bend both knees to lower your body towards the ground, making sure your front knee is directly above your ankle and your back knee is hovering just above the floor.</li>
<li>As you lower your body, raise both dumbbells up towards your shoulders, keeping your elbows close to your body.</li>
<li>Push through your front heel to rise back up to standing, lowering the dumbbells back down to your sides.</li>
<li>Repeat the movement on the other side, stepping back with your left foot and lowering into a lunge while raising the dumbbells to your shoulders.</li>
<li>Continue alternating sides for a set number of repetitions or time.</li>
</ol>"
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0382.gif,382,dumbbell revers grip biceps curl,biceps,"<ol>
  <li>Stand with your feet shoulder-width apart and hold a dumbbell in each hand with your palms facing down.</li>
  <li>Rotate your wrists so that your palms are facing up and your thumbs are pointing outward.</li>
  <li>Keep your elbows close to your sides and slowly curl the dumbbells up towards your chest.</li>
  <li>Pause at the top of the movement and squeeze your biceps.</li>
  <li>Slowly lower the dumbbells back down to the starting position.</li>
  <li>Repeat for desired number of repetitions.</li>
</ol>"
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1624.gif,1624,dumbbell reverse bench press,pectorals,"<ol>
  <li>Begin by lying on a flat bench with your feet planted firmly on the ground.</li>
  <li>Hold a dumbbell in each hand with your palms facing downwards.</li>
  <li>Extend your arms straight up towards the ceiling, keeping a slight bend in your elbows.</li>
  <li>Slowly lower the dumbbells towards your chest, keeping your elbows close to your body.</li>
  <li>Pause for a moment at the bottom of the movement, then press the dumbbells back up to the starting position.</li>
  <li>Repeat for the desired number of reps.</li>
  <li>Remember to keep your core engaged and your back flat on the bench throughout the exercise.</li>
  <li>Adjust the weight of the dumbbells as necessary to ensure proper form and avoid injury.</li>
  <li>As with any exercise, consult with a trainer or medical professional before beginning if you have any concerns or pre-existing conditions.</li>
</ol>"
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0383.gif,383,dumbbell reverse fly,delts,"<ol>
  <li>Stand with your feet shoulder-width apart and knees slightly bent.</li>
  <li>Hold a dumbbell in each hand with your palms facing inwards and your arms extended down in front of you.</li>
  <li>Bend forward at the waist, keeping your back straight, until your upper body is parallel to the ground.</li>
  <li>Engage your shoulder blades and lift both arms out to the sides, keeping them straight, until they are parallel to the ground.</li>
  <li>Hold for a moment, then slowly lower the dumbbells back down to the starting position.</li>
  <li>Repeat for the desired number of reps.</li>
  <li>Remember to keep your core engaged and your back straight throughout the exercise. </li>
  <li>Adjust the weight of the dumbbells as needed to ensure proper form and avoid injury.</li>
</ol>"
back,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1330.gif,1330,dumbbell reverse grip incline bench one arm row,upper back,"<ol>
  <li>Start by selecting a dumbbell that you are comfortable with and placing it on the floor next to an incline bench.</li>
  <li>Position yourself on the bench with your chest against the incline and your feet firmly planted on the ground.</li>
  <li>With your left hand, reach down and pick up the dumbbell, using a reverse grip (palm facing down).</li>
  <li>Keeping your elbow close to your body, lift the dumbbell up towards your rib cage, squeezing your shoulder blade as you lift.</li>
  <li>Pause for a moment at the top of the movement, then slowly lower the dumbbell back down to the starting position.</li>
  <li>Repeat the movement for 10-12 reps on your left side, then switch to your right arm and repeat the exercise.</li>
  <li>Complete 3-4 sets of the exercise, resting for 30-60 seconds between sets.</li>
  <li>Remember to keep your core engaged throughout the movement and to maintain proper form to avoid injury.</li>
  <li>Once you have completed your sets, place the dumbbell back on the floor and stretch your arms and shoulders to cool down.</li>
</ol>"
back,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1331.gif,1331,dumbbell reverse grip incline bench two arm row,upper back,"<ol>
  <li>Start by setting up an incline bench at a 45-degree angle and placing two dumbbells on the floor at the bottom of the bench.</li>
  <li>Lie face down on the bench with your chest and stomach pressed against the incline bench.</li>
  <li>Reach down and grab the dumbbells with a reverse grip (palms facing towards your body).</li>
  <li>Slowly lift the dumbbells up towards your chest, keeping your elbows close to your body and squeezing your shoulder blades together at the top of the movement.</li>
  <li>Lower the dumbbells back down to the starting position, making sure to keep your back straight and your core engaged throughout the exercise.</li>
  <li>Repeat for the desired number of repetitions.</li>
  <li>Once you have completed the set, carefully place the dumbbells back on the floor and sit up slowly.</li>
  <li>Stretch your back and shoulders to cool down and prevent injury.</li>
</ol>"
back,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2327.gif,2327,dumbbell reverse grip row (female),upper back,"<ol>
  <li>Stand with your feet shoulder-width apart and hold a dumbbell in each hand.</li>
  <li>Bend your knees slightly and hinge forward at the hips, keeping your back straight.</li>
  <li>Bring your elbows close to your body and lift the dumbbells up towards your chest, with your palms facing downwards.</li>
  <li>Pause for a second at the top of the movement, squeezing your shoulder blades together.</li>
  <li>Lower the dumbbells back down to the starting position, with control.</li>
  <li>Repeat for the desired number of repetitions.</li>
</ol>"
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0384.gif,384,dumbbell reverse preacher curl,biceps,"<ol>
<li>Begin by standing up straight with your feet shoulder-width apart and your knees slightly bent. Hold a dumbbell in one hand with an underhand grip (palm facing up).</li>
<li>Rest your upper arm on a preacher bench or any other stable surface, with your elbow bent at a 90-degree angle.</li>
<li>Slowly lower the dumbbell towards the floor, keeping your upper arm stationary and your elbow close to your side.</li>
<li>Pause for a moment at the bottom of the movement, then slowly curl the dumbbell back up towards your shoulder.</li>
<li>Repeat for the desired number of repetitions, then switch arms and repeat the exercise with the other arm.</li>
<li>Be sure to keep your core engaged and your back straight throughout the exercise to avoid injury.</li>
</ol>"
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1675.gif,1675,dumbbell reverse spider curl,biceps,"<ol>
<li>Stand upright with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing down.</li>
<li>Extend your arms in front of your body and bend your elbows to bring the dumbbells towards your shoulders.</li>
<li>Rotate your palms so they face up and bring the dumbbells towards your chest.</li>
<li>Slowly lower the dumbbells back to the starting position with your palms facing down.</li>
<li>Repeat for the desired number of repetitions.</li>
</ol>"
lower arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0385.gif,385,dumbbell reverse wrist curl,forearms,"<ol>
  <li>Stand up straight with your feet shoulder-width apart and hold a dumbbell in each hand with an overhand grip.</li>
  <li>Extend your arms in front of you, keeping them straight and parallel to the ground.</li>
  <li>Slowly lower the dumbbells towards the ground by bending your wrists, keeping your arms stationary.</li>
  <li>Pause for a moment at the bottom of the movement, then slowly raise the dumbbells back up by straightening your wrists.</li>
  <li>Repeat for the desired number of repetitions.</li>
</ol>"
upper legs,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1459.gif,1459,dumbbell romanian deadlift,glutes,"<ol>
<li>Stand with your feet shoulder-width apart and hold a dumbbell in each hand with an overhand grip.</li>
<li>Keeping your back straight, hinge forward at the hips, pushing your butt back as you lower the dumbbells towards the ground.</li>
<li>Lower the dumbbells until you feel a stretch in your hamstrings, but don't let them touch the ground.</li>
<li>Pause for a moment, then squeeze your glutes and hamstrings as you stand back up to the starting position.</li>
<li>Repeat for the desired number of reps.</li>
</ol>"
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0386.gif,386,dumbbell rotation reverse fly,delts,"<ol>
<li>Start by standing with your feet shoulder-width apart and holding a dumbbell in each hand with your palms facing inwards.</li>
<li>Lean forward from your hips, keeping your back straight and your head up.</li>
<li>Extend your arms straight out to the sides, parallel to the ground, with your elbows slightly bent.</li>
<li>Rotate your shoulders back and down, squeezing your shoulder blades together as you lift the dumbbells up towards the ceiling.</li>
<li>Pause briefly at the top of the movement, then slowly lower the dumbbells back down to the starting position.</li>
<li>Repeat for 10-12 repetitions, then rest and repeat for 2-3 sets.</li>
</ol>"
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2397.gif,2397,dumbbell scott press,delts,"<ol>
<li>Start by standing with your feet shoulder-width apart and holding a dumbbell in each hand with an underhand grip.</li>
<li>Bring the dumbbells up to your shoulders with your palms facing forward and your elbows bent.</li>
<li>Keeping your elbows close to your body, press the dumbbells up and overhead until your arms are fully extended.</li>
<li>Lower the dumbbells back down to your shoulders and repeat for the desired number of reps.</li>
<li>Make sure to engage your core and keep your back straight throughout the exercise.</li>
<li>Exhale as you press the dumbbells up and inhale as you lower them back down.</li>
</ol>"
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0387.gif,387,dumbbell seated alternate front raise,delts,"<ol>
<li>Begin by sitting on a bench with your back straight and your feet flat on the floor.</li>
<li>Hold a dumbbell in each hand with your palms facing your thighs.</li>
<li>Slowly raise one dumbbell in front of you, keeping your arm straight and your palm facing down. Stop when your arm is parallel to the floor.</li>
<li>Lower the dumbbell back down to your thigh.</li>
<li>Repeat the movement with the other arm.</li>
<li>Alternate arms for the desired number of repetitions.</li>
<li>Remember to keep your back straight and your core engaged throughout the exercise.</li>
<li>Exhale as you lift the dumbbell and inhale as you lower it.</li>
<li>Adjust the weight of the dumbbells as needed to ensure proper form and avoid injury.</li>
<li>Finish the exercise by lowering both dumbbells to your thighs and placing them on the floor.</li>
</ol>"
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1676.gif,1676,dumbbell seated alternate hammer curl on exercise ball,biceps,"<ol>
<li>Choose a pair of dumbbells that you can comfortably lift for the exercise.</li>
<li>Place an exercise ball on a flat surface and sit on it with your feet flat on the ground.</li>
<li>Hold the dumbbells in each hand with your palms facing your body.</li>
<li>Begin by curling one dumbbell up towards your shoulder while keeping your elbow close to your body.</li>
<li>Lower the dumbbell back down to starting position and repeat the movement with the other arm.</li>
<li>Continue alternating arms for the desired number of reps or time.</li>
<li>Make sure to keep your core engaged and your back straight throughout the exercise.</li>
<li>To increase the difficulty, you can increase the weight of the dumbbells or perform the exercise on an unstable surface.</li>
<li>Remember to warm up before starting the exercise and cool down afterwards to prevent injury.</li>
</ol>"
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0388.gif,388,dumbbell seated alternate press,delts,"<ol>
  <li>Begin by sitting on a bench with your feet firmly planted on the ground, and a dumbbell in each hand.</li>
  <li>Hold the dumbbells at shoulder height with your palms facing forward.</li>
  <li>Press one dumbbell up overhead while keeping the other dumbbell at shoulder height.</li>
  <li>Lower the dumbbell back to shoulder height and repeat with the other arm.</li>
  <li>Alternate pressing each dumbbell up overhead for the desired number of repetitions.</li>
  <li>Be sure to keep your core engaged and your back straight throughout the exercise.</li>
  <li>Exhale as you press the dumbbell up, and inhale as you lower it back down.</li>
  <li>When finished, lower the dumbbells back down to your shoulders and then place them on the ground.</li>
</ol>"
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/3546.gif,3546,dumbbell seated alternate shoulder,delts,"<ol>
  <li>Start by sitting on a bench with your back straight and your feet firmly on the ground.</li>
  <li>Hold a dumbbell in each hand, with your palms facing inward and your arms at your sides.</li>
  <li>Slowly lift one dumbbell up to shoulder height, keeping your elbow close to your body.</li>
  <li>Lower the dumbbell back down to your side, and then lift the other dumbbell up to shoulder height.</li>
  <li>Continue alternating between your left and right arms for your desired number of repetitions.</li>
  <li>Make sure to keep your core engaged and your back straight throughout the exercise.</li>
  <li>Exhale as you lift the dumbbell and inhale as you lower it back down to your side.</li>
  <li>Repeat for 2-3 sets of 10-12 repetitions on each arm.</li>
</ol>"
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0389.gif,389,dumbbell seated bench extension,triceps,"<ol>
<li>Start by sitting on a bench with your feet firmly planted on the ground.</li>
<li>Hold a dumbbell in each hand with your palms facing inward and your elbows bent at a 90-degree angle.</li>
<li>Slowly extend your arms upward, keeping your elbows close to your body and your palms facing each other.</li>
<li>Pause briefly at the top of the movement, then slowly lower the dumbbells back to the starting position.</li>
<li>Repeat for the desired number of repetitions.</li>
<li>Make sure to keep your back straight and your core engaged throughout the exercise.</li>
<li>Use a weight that challenges you but allows you to maintain proper form.</li>
<li>You can also perform this exercise with one arm at a time for an added challenge.</li>
</ol>"
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2317.gif,2317,dumbbell seated bent arm lateral raise,delts,"<ol>
<li>Begin by sitting on a bench with your feet firmly planted on the ground and your back straight.</li>
<li>Hold a dumbbell in each hand with your palms facing inwards and your arms bent at a 90-degree angle.</li>
<li>Slowly lift the dumbbells out to the side, keeping your elbows bent and your wrists straight.</li>
<li>Continue lifting until the dumbbells are at shoulder height.</li>
<li>Hold the dumbbells at the top of the movement for a second or two, then slowly lower them back down to the starting position.</li>
<li>Repeat for the desired number of repetitions.</li>
<li>Remember to keep your back straight and your core engaged throughout the exercise.</li>
<li>It is also important to use a weight that is appropriate for your fitness level and to avoid swinging your arms or using momentum to lift the dumbbells.</li>
</ol>"
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1730.gif,1730,dumbbell seated bent over alternate kickback,triceps,"<ol>
  <li>Choose a pair of dumbbells that are appropriate for your strength level.</li>
  <li>Sit on a bench with your feet flat on the ground and your knees bent at a 90-degree angle.</li>
  <li>Lean forward and place your left hand on your left thigh for support.</li>
  <li>Hold one dumbbell in your right hand with your palm facing your body.</li>
  <li>Bend your right elbow and bring the dumbbell up to your chest.</li>
  <li>Extend your right arm back and kick the dumbbell straight back until your arm is fully extended.</li>
  <li>Hold for a second, then slowly lower the dumbbell back down to your chest.</li>
  <li>Repeat for the desired number of reps, then switch sides and perform the exercise with your left arm.</li>
  <li>Make sure to keep your back straight and your core engaged throughout the exercise.</li>
  <li>Exhale as you extend your arm back and inhale as you lower the dumbbell back down.</li>
  <li>Start with a lighter weight and gradually increase as you become stronger and more comfortable with the exercise.</li>
</ol>"
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1737.gif,1737,dumbbell seated bent over triceps extension,triceps,"<ol>
<li>Begin by sitting on a bench with your feet firmly planted on the ground and a dumbbell in each hand.</li>
<li>Lean forward and bend over at the waist, keeping your back straight and parallel to the ground.</li>
<li>Bring your upper arms close to your head, with your elbows bent at a 90-degree angle and your forearms pointing towards the ground.</li>
<li>Extend your arms upwards, straightening your elbows and lifting the dumbbells towards the ceiling.</li>
<li>Pause briefly at the top of the movement, squeezing your triceps muscles.</li>
<li>Slowly lower the dumbbells back down to the starting position, bending your elbows and keeping your upper arms close to your head.</li>
<li>Repeat for the desired number of repetitions.</li>
</ol>"
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1677.gif,1677,dumbbell seated bicep curl,biceps,"<ol>
  <li>Start by sitting on a bench with your back straight and your feet flat on the floor.</li>
  <li>Hold a dumbbell in each hand with your palms facing up and your arms extended down by your sides.</li>
  <li>Curl the dumbbells up towards your shoulders, keeping your elbows close to your body and your palms facing up.</li>
  <li>Pause at the top of the movement, squeezing your biceps.</li>
  <li>Slowly lower the dumbbells back down to the starting position.</li>
  <li>Repeat for the desired number of reps.</li>
  <li>Make sure to keep your back straight and your core engaged throughout the exercise.</li>
  <li>Choose a weight that challenges you but allows you to maintain proper form.</li>
  <li>Vary the number of sets and reps to meet your fitness goals.</li>
  <li>Remember to warm up before starting any exercise and to cool down afterwards.</li>
</ol>"
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0390.gif,390,dumbbell seated biceps curl (on stability ball),biceps,"<ol>
  <li>Choose a set of dumbbells that you can comfortably lift for multiple repetitions.</li>
  <li>Place a stability ball on the ground and sit on it with your feet flat on the ground.</li>
  <li>Hold the dumbbells in both hands with your palms facing up and your arms extended straight down by your sides.</li>
  <li>Keeping your elbows close to your sides, slowly curl the dumbbells up towards your shoulders.</li>
  <li>Pause for a moment at the top of the movement, squeezing your biceps.</li>
  <li>Slowly lower the dumbbells back down to the starting position.</li>
  <li>Repeat for the desired number of repetitions.</li>
  <li>Remember to breathe throughout the exercise and maintain proper form.</li>
  <li>Once finished, carefully place the dumbbells back on the ground and stand up from the stability ball.</li>
</ol>"
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/3547.gif,3547,dumbbell seated biceps curl to shoulder press,biceps,"<ol>
<li>Start by sitting on a bench with a dumbbell in each hand, palms facing forward.</li>
<li>Curl the dumbbells up towards your shoulders, keeping your elbows close to your body.</li>
<li>Once the dumbbells reach your shoulders, rotate your palms so they are facing forward.</li>
<li>Press the dumbbells up towards the ceiling, extending your arms fully.</li>
<li>Lower the dumbbells back down to your shoulders, rotating your palms back to the starting position.</li>
<li>Lower the dumbbells back down to your sides, fully extending your arms.</li>
<li>Repeat for desired number of reps.</li>
</ol>"
lower legs,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1379.gif,1379,dumbbell seated calf raise,calves,"<ol>
<li>Start by sitting on a bench with your feet flat on the floor and a dumbbell resting on your thighs.</li>
<li>Place the ball of your feet on a raised surface such as a step or block, with your heels hanging off the edge.</li>
<li>Grasp the dumbbell with both hands and hold it against your thighs, keeping your back straight.</li>
<li>Raise your heels as high as possible, contracting your calf muscles at the top of the movement.</li>
<li>Lower your heels back down to the starting position, keeping your feet flat on the floor.</li>
<li>Repeat for the desired number of repetitions.</li>
<li>Remember to breathe throughout the exercise and to keep your core engaged.</li>
<li>Adjust the weight of the dumbbell as needed to challenge yourself while maintaining proper form.</li>
</ol>"
